tiempo;error;integral;derivada;setPoint
36369;-2209;775;1236;1020;
36375;-2229;137;1236;1020;
36381;-2295;-512;1236;1020;
36387;-2360;-1182;1236;1020;
36393;-2380;-1856;1236;1020;
36399;-2378;-2539;1236;1020;
36405;-2443;-3231;1236;1020;
36411;-2509;-3942;1236;1020;
36417;-2477;-4651;1236;1020;
36423;-2520;-5369;1012;1020;
36429;-2488;-6081;1012;1020;
36435;-2508;-6799;1012;1020;
36441;-2505;-7518;1012;1020;
36447;-2473;-8226;1012;1020;
36453;-2487;-8932;1012;1020;
36459;-2455;-9635;1012;1020;
36465;-2452;-10000;1012;1020;
36471;-2420;-10000;1012;1020;
36477;-2440;-10000;1012;1020;
36483;-2408;-10000;1012;1020;
36489;-2360;-10000;624;1020;
36495;-2328;-10000;624;1020;
36501;-2296;-10000;624;1020;
36507;-2264;-10000;624;1020;
36513;-2232;-10000;624;1020;
36519;-2148;-10000;624;1020;
36525;-2116;-10000;624;1020;
36531;-2084;-10000;624;1020;
36537;-2007;-10000;175;1020;
36543;-1929;-10000;175;1020;
36549;-1897;-10000;175;1020;
36555;-1836;-10000;175;1020;
36561;-1752;-10000;175;1020;
36567;-1674;-10000;175;1020;
36573;-1613;-10000;175;1020;
36579;-1537;-10000;175;1020;
36585;-1467;-10000;175;1020;
36591;-1354;-10000;175;1020;
36597;-1330;-10000;-197;1020;
36603;-1216;-10000;-197;1020;
36609;-1103;-10000;-197;1020;
36615;-1035;-10000;-197;1020;
36621;-921;-10000;-197;1020;
36627;-860;-10000;-197;1020;
36633;-754;-10000;-197;1020;
36639;-638;-10000;-197;1020;
36645;-585;-10000;-197;1020;
36651;-473;-10000;-197;1020;
36657;-371;-10000;-651;1020;
36663;-261;-10000;-651;1020;
36669;-160;-10000;-651;1020;
36675;-55;-10000;-651;1020;
36681;43;-9994;-651;1020;
36687;146;-9961;-651;1020;
36693;240;-9899;-651;1020;
36699;340;-9810;-651;1020;
36705;438;-9693;-651;1020;
36711;532;-9547;-651;1020;
36717;628;-9376;-1025;1020;
36723;772;-9170;-1025;1020;
36735;942;-8692;-1025;1020;
36744;1030;-8264;-1025;1020;
36768;1413;-6849;-1025;1020;
36774;1493;-6429;-1217;1020;
36780;1567;-5987;-1217;1020;
36786;1595;-5530;-1217;1020;
36792;1675;-5057;-1217;1020;
36798;1756;-4562;-1217;1020;
36804;1828;-4045;-1217;1020;
36810;1894;-3510;-1217;1020;
36816;1930;-2967;-1217;1020;
36834;2081;-1237;-1116;1020;
36849;2144;288;-1116;1020;
36855;2216;915;-1116;1020;
36894;2278;5123;-869;1020;
36909;2295;6770;-869;1020;
36915;2309;7431;-869;1020;
36921;2277;8083;-869;1020;
36927;2245;8726;-869;1020;
36978;2025;10000;-544;1020;
37041;1415;10000;-132;1020;
37044;1361;10000;-132;1020;
37140;45;10000;659;1020;
37146;-59;9984;659;1020;
37152;-161;9946;659;1020;
37185;-687;9239;659;1020;
37218;-1171;7786;1004;1020;
37224;-1199;7449;1004;1020;
37236;-1316;6712;1004;1020;
37242;-1396;6312;1004;1020;
37287;-1869;2754;1069;1020;
37296;-1882;1948;1069;1020;
37314;-1988;268;1012;1020;
37320;-2017;-304;1012;1020;
37326;-2083;-894;1012;1020;
37347;-2172;-3019;1012;1020;
37353;-2186;-3639;1012;1020;
37359;-2154;-4256;1012;1020;
37365;-2122;-4864;1012;1020;
37404;-2057;-8789;791;1020;
37413;-2009;-9656;791;1020;
37425;-1945;-10000;791;1020;
37431;-1929;-10000;402;1020;
37437;-1897;-10000;402;1020;
37443;-1865;-10000;402;1020;
37449;-1787;-10000;66;1020;
37461;-1687;-10000;66;1020;
37467;-1671;-10000;66;1020;
37473;-1594;-10000;66;1020;
37479;-1570;-10000;66;1020;
37485;-1500;-10000;66;1020;
37494;-1371;-10000;66;1020;
37512;-1165;-10000;-76;1020;
37518;-1097;-10000;-76;1020;
37524;-1036;-10000;-76;1020;
37530;-968;-10000;-76;1020;
37536;-906;-10000;-76;1020;
37542;-794;-10000;-76;1020;
37548;-737;-10000;-76;1020;
37554;-673;-10000;-76;1020;
37560;-567;-10000;-472;1020;
37563;-563;-10000;-472;1020;
37569;-451;-10000;-472;1020;
37608;75;-9977;-472;1020;
37611;119;-9960;-472;1020;
37617;221;-9905;-472;1020;
37620;273;-9866;-784;1020;
37623;323;-9820;-784;1020;
37632;463;-9642;-784;1020;
37635;463;-9576;-784;1020;
37641;559;-9417;-784;1020;
37653;733;-9036;-784;1020;
37662;821;-8691;-784;1020;
37668;917;-8437;-784;1020;
37674;999;-8158;-784;1020;
37680;1035;-7870;-954;1020;
37686;1123;-7556;-954;1020;
37692;1211;-7217;-954;1020;
37758;1769;-2410;-1020;1020;
37764;1782;-1900;-1020;1020;
37806;1935;1894;-810;1020;
37899;1704;10000;-503;1020;
37911;1656;10000;-224;1020;
37920;1564;10000;-224;1020;
37932;1516;10000;-224;1020;
37935;1463;10000;-224;1020;
37956;1241;10000;47;1020;
37965;1165;10000;47;1020;
37977;1036;10000;47;1020;
37989;906;10000;47;1020;
37992;846;10000;47;1020;
37998;793;10000;47;1020;
38022;499;10000;358;1020;
38034;336;10000;358;1020;
38046;222;10000;358;1020;
38055;68;10000;358;1020;
38061;15;10000;358;1020;
38067;-37;9990;358;1020;
38085;-334;9806;725;1020;
38100;-524;9504;725;1020;
38106;-568;9349;725;1020;
38112;-653;9168;725;1020;
38121;-738;8866;725;1020;
38127;-778;8644;725;1020;
38133;-870;8403;725;1020;
38139;-960;8136;894;1020;
38145;-1048;7851;894;1020;
38151;-1084;7549;894;1020;
38157;-1120;7228;894;1020;
38163;-1193;6892;894;1020;
38169;-1229;6548;894;1020;
38178;-1309;6000;894;1020;
38184;-1337;5616;894;1020;
38196;-1447;4803;885;1020;
38202;-1475;4380;885;1020;
38208;-1556;3942;885;1020;
38214;-1584;3496;885;1020;
38223;-1596;2807;885;1020;
38229;-1670;2336;885;1020;
38235;-1706;1855;885;1020;
38241;-1719;1369;885;1020;
38247;-1703;883;885;1020;
38253;-1775;382;885;1020;
38259;-1743;-118;792;1020;
38268;-1809;-884;792;1020;
38280;-1761;-1895;792;1020;
38286;-1774;-2403;792;1020;
38292;-1794;-2910;792;1020;
38298;-1778;-3418;792;1020;
38304;-1746;-3918;792;1020;
38313;-1760;-4673;792;1020;
38319;-1728;-5168;497;1020;
38325;-1748;-5661;497;1020;
38331;-1732;-6157;497;1020;
38337;-1700;-6644;497;1020;
38343;-1684;-7124;497;1020;
38349;-1652;-7598;497;1020;
38358;-1568;-8281;497;1020;
38364;-1544;-8722;497;1020;
38370;-1520;-9157;216;1020;
38382;-1434;-9983;216;1020;
38391;-1350;-10000;216;1020;
38397;-1281;-10000;216;1020;
38403;-1265;-10000;216;1020;
38409;-1197;-10000;216;1020;
38430;-983;-10000;-35;1020;
38436;-975;-10000;-35;1020;
38442;-914;-10000;-35;1020;
38448;-846;-10000;-35;1020;
38454;-782;-10000;-35;1020;
38460;-724;-10000;-35;1020;
38469;-604;-10000;-329;1020;
38475;-544;-10000;-329;1020;
38484;-435;-10000;-329;1020;
38493;-325;-10000;-329;1020;
38499;-275;-10000;-329;1020;
38505;-219;-10000;-329;1020;
38514;-59;-10000;-329;1020;
38520;-58;-10000;-329;1020;
38526;39;-9995;-329;1020;
38532;142;-9962;-617;1020;
38538;191;-9915;-617;1020;
38547;336;-9793;-617;1020;
38553;332;-9699;-617;1020;
38559;430;-9584;-617;1020;
38565;530;-9441;-617;1020;
38574;608;-9199;-617;1020;
38577;600;-9114;-617;1020;
38583;696;-8923;-617;1020;
38592;784;-8608;-767;1020;
38598;824;-8380;-767;1020;
38604;858;-8135;-767;1020;
38607;902;-8007;-767;1020;
38622;1026;-7288;-767;1020;
38628;1107;-6971;-767;1020;
38634;1195;-6637;-767;1020;
38640;1223;-6295;-767;1020;
38646;1259;-5943;-767;1020;
38652;1289;-5574;-861;1020;
38658;1317;-5196;-861;1020;
38664;1353;-4816;-861;1020;
38673;1418;-4218;-861;1020;
38682;1438;-3599;-861;1020;
38688;1466;-3186;-861;1020;
38694;1502;-2757;-861;1020;
38700;1524;-2322;-861;1020;
38706;1552;-1879;-861;1020;
38712;1528;-1441;-679;1020;
38718;1556;-995;-679;1020;
38724;1577;-543;-679;1020;
38730;1605;-90;-679;1020;
38736;1589;365;-679;1020;
38742;1617;828;-679;1020;
38751;1577;1508;-679;1020;
38757;1599;1960;-679;1020;
38763;1575;2412;-447;1020;
38769;1551;2856;-447;1020;
38775;1587;3302;-447;1020;
38781;1563;3749;-447;1020;
38787;1539;4189;-447;1020;
38793;1515;4622;-447;1020;
38799;1491;5050;-447;1020;
38805;1475;5471;-447;1020;
38811;1451;5886;-447;1020;
38817;1427;6294;-252;1020;
38826;1343;6874;-252;1020;
38841;1249;7798;-4;1020;
38847;1233;8151;-4;1020;
38853;1217;8499;-4;1020;
38859;1141;8834;-4;1020;
38865;1073;9148;-4;1020;
38871;1057;9451;-4;1020;
38877;996;9742;-4;1020;
38883;936;10000;67;1020;
38895;852;10000;67;1020;
38898;844;10000;67;1020;
38904;790;10000;67;1020;
38910;674;10000;67;1020;
38916;666;10000;67;1020;
38922;602;10000;67;1020;
38928;549;10000;67;1020;
38940;433;10000;351;1020;
38946;373;10000;351;1020;
38955;267;10000;351;1020;
38961;212;10000;351;1020;
38970;104;10000;351;1020;
38976;58;10000;351;1020;
38982;6;10000;351;1020;
38988;-97;9981;351;1020;
38994;-147;9947;351;1020;
39000;-197;9891;587;1020;
39006;-240;9830;587;1020;
39012;-340;9741;587;1020;
39018;-386;9631;587;1020;
39024;-432;9516;587;1020;
39030;-480;9379;587;1020;
39036;-562;9225;587;1020;
39042;-554;9067;587;1020;
39048;-646;8889;587;1020;
39054;-690;8700;587;1020;
39060;-730;8491;668;1020;
39066;-820;8263;668;1020;
39075;-904;7896;668;1020;
39081;-896;7640;668;1020;
39087;-984;7366;668;1020;
39093;-1020;7082;668;1020;
39099;-1049;6789;668;1020;
39105;-1085;6486;668;1020;
39111;-1121;6165;668;1020;
39117;-1157;5841;699;1020;
39123;-1193;5500;699;1020;
39129;-1223;5157;699;1020;
39135;-1251;4807;699;1020;
39141;-1287;4447;699;1020;
39147;-1323;4076;699;1020;
39153;-1299;3705;699;1020;
39165;-1356;2939;699;1020;
39171;-1392;2549;699;1020;
39180;-1412;1957;595;1020;
39186;-1388;1559;595;1020;
39192;-1418;1160;595;1020;
39198;-1394;761;595;1020;
39204;-1422;353;595;1020;
39210;-1406;-49;595;1020;
39219;-1426;-648;595;1020;
39225;-1402;-1050;595;1020;
39231;-1386;-1447;386;1020;
39237;-1362;-1837;386;1020;
39243;-1391;-2234;386;1020;
39249;-1367;-2625;386;1020;
39255;-1351;-3012;386;1020;
39261;-1327;-3391;386;1020;
39267;-1311;-3766;386;1020;
39273;-1242;-4128;386;1020;
39279;-1226;-4479;160;1020;
39285;-1210;-4825;160;1020;
39291;-1194;-5166;160;1020;
39297;-1118;-5493;160;1020;
39303;-1102;-5808;160;1020;
39309;-1086;-6119;160;1020;
39315;-1018;-6410;160;1020;
39321;-1002;-6697;160;1020;
39327;-948;-6967;160;1020;
39333;-932;-7234;160;1020;
39339;-864;-7489;2;1020;
39345;-804;-7725;2;1020;
39354;-732;-8055;2;1020;
39360;-679;-8256;2;1020;
39366;-667;-8446;2;1020;
39372;-607;-8626;2;1020;
39378;-543;-8789;2;1020;
39387;-483;-9004;-273;1020;
39393;-429;-9126;-273;1020;
39399;-369;-9238;-273;1020;
39405;-313;-9334;-273;1020;
39411;-257;-9414;-273;1020;
39417;-201;-9478;-273;1020;
39423;-198;-9534;-273;1020;
39426;-151;-9555;-273;1020;
39432;-98;-9583;-273;1020;
39438;7;-9588;-273;1020;
39444;7;-9586;-420;1020;
39450;110;-9563;-420;1020;
39456;154;-9526;-420;1020;
39462;203;-9468;-420;1020;
39468;252;-9404;-420;1020;
39474;300;-9319;-420;1020;
39480;348;-9220;-420;1020;
39486;394;-9108;-420;1020;
39492;433;-8991;-420;1020;
39498;526;-8848;-585;1020;
39504;570;-8693;-585;1020;
39510;558;-8534;-585;1020;
39516;654;-8355;-585;1020;
39522;698;-8164;-585;1020;
39528;732;-7961;-585;1020;
39534;724;-7754;-585;1020;
39540;816;-7529;-585;1020;
39546;856;-7292;-585;1020;
39552;892;-7037;-585;1020;
39558;936;-6777;-618;1020;
39564;965;-6501;-618;1020;
39570;1001;-6214;-618;1020;
39576;1037;-5917;-618;1020;
39582;1073;-5617;-618;1020;
39588;1057;-5314;-618;1020;
39594;1093;-5001;-618;1020;
39600;1123;-4680;-618;1020;
39606;1159;-4349;-618;1020;
39612;1143;-4022;-618;1020;
39618;1179;-3685;-563;1020;
39624;1215;-3345;-563;1020;
39630;1191;-3003;-563;1020;
39636;1220;-2660;-563;1020;
39642;1204;-2315;-563;1020;
39648;1240;-1960;-563;1020;
39654;1216;-1611;-563;1020;
39660;1200;-1268;-563;1020;
39666;1236;-922;-563;1020;
39672;1220;-573;-563;1020;
39678;1204;-228;-377;1020;
39684;1232;125;-377;1020;
39690;1216;472;-377;1020;
39696;1200;815;-377;1020;
39702;1184;1154;-377;1020;
39708;1160;1485;-377;1020;
39714;1144;1812;-377;1020;
39720;1128;2135;-377;1020;
39726;1112;2453;-196;1020;
39732;1096;2766;-196;1020;
39738;1080;3075;-196;1020;
39744;1064;3380;-8;1020;
39750;996;3672;44;1020;
39756;980;3953;44;1020;
39762;912;4221;44;1020;
39768;904;4480;44;1020;
39774;888;4734;44;1020;
39780;880;4984;44;1020;
39786;812;5224;44;1020;
39792;800;5452;44;1020;
39798;743;5671;44;1020;
39804;731;5880;44;1020;
39810;671;6071;77;1020;
39816;607;6251;77;1020;
39822;599;6422;77;1020;
39828;591;6591;77;1020;
39834;531;6742;77;1020;
39840;477;6878;77;1020;
39846;417;7004;77;1020;
39852;359;7114;77;1020;
39858;353;7215;77;1020;
39864;297;7307;77;1020;
39870;241;7375;288;1020;
39876;192;7436;288;1020;
39882;138;7474;288;1020;
39888;84;7505;288;1020;
39894;32;7513;288;1020;
39900;-21;7514;288;1020;
39906;-72;7494;288;1020;
39912;-71;7474;288;1020;
39918;-168;7434;288;1020;
39924;-165;7388;288;1020;
39930;-266;7320;505;1020;
39936;-262;7246;505;1020;
39942;-310;7158;505;1020;
39948;-358;7056;505;1020;
39954;-397;6950;505;1020;
39960;-436;6826;505;1020;
39966;-432;6704;505;1020;
39972;-476;6568;505;1020;
39978;-520;6420;505;1020;
39984;-616;6251;505;1020;
39990;-608;6078;462;1020;
39996;-648;5893;462;1020;
40002;-686;5697;462;1020;
40008;-726;5498;462;1020;
40014;-766;5279;462;1020;
40020;-754;5064;462;1020;
40026;-798;4836;462;1020;
40032;-842;4596;462;1020;
40038;-878;4352;462;1020;
40044;-915;4098;499;1020;
40050;-899;3841;499;1020;
40056;-935;3581;499;1020;
40062;-979;3310;499;1020;
40068;-963;3035;499;1020;
40074;-999;2757;499;1020;
40080;-1035;2469;499;1020;
40086;-1019;2178;499;1020;
40092;-1003;1891;499;1020;
40098;-1041;1601;499;1020;
40104;-1025;1308;398;1020;
40110;-1061;1005;398;1020;
40116;-1045;706;398;1020;
40122;-1029;411;398;1020;
40128;-1065;106;398;1020;
40134;-1049;-194;398;1020;
40140;-1033;-489;398;1020;
40146;-1069;-794;398;1020;
40152;-1053;-1095;398;1020;
40158;-1037;-1392;300;1020;
40164;-1021;-1684;300;1020;
40170;-1005;-1971;300;1020;
40179;-981;-2394;300;1020;
40185;-973;-2673;300;1020;
40191;-957;-2946;300;1020;
40197;-941;-3215;300;1020;
40203;-925;-3480;300;1020;
40209;-865;-3726;68;1020;
40215;-849;-3969;68;1020;
40221;-841;-4209;68;1020;
40227;-773;-4438;68;1020;
40233;-761;-4655;68;1020;
40239;-749;-4870;68;1020;
40245;-689;-5074;68;1020;
40251;-677;-5267;68;1020;
40257;-623;-5452;68;1020;
40263;-615;-5627;68;1020;
40269;-603;-5799;-38;1020;
40275;-543;-5961;-38;1020;
40281;-535;-6114;-38;1020;
40287;-475;-6249;-38;1020;
40299;-411;-6500;-38;1020;
40347;-77;-7023;-203;1020;
40371;73;-7010;-203;1020;
40377;123;-6983;-344;1020;
40428;440;-6295;-436;1020;
40455;564;-5658;-436;1020;
40461;602;-5486;-436;1020;
40467;594;-5317;-436;1020;
40473;634;-5143;-436;1020;
40491;710;-4549;-438;1020;
40497;750;-4334;-438;1020;
40506;786;-4011;-438;1020;
40512;774;-3790;-438;1020;
40518;807;-3559;-438;1020;
40524;847;-3324;-438;1020;
40542;867;-2587;-438;1020;
40557;831;-1987;-373;1020;
40563;875;-1737;-373;1020;
40569;859;-1492;-373;1020;
40587;871;-742;-373;1020;
40593;863;-496;-196;1020;
40599;893;-247;-196;1020;
40632;821;1091;-196;1020;
40638;809;1322;-138;1020;
40644;797;1550;-138;1020;
40650;785;1775;-138;1020;
40656;773;1996;-138;1020;
40662;719;2201;-2;1020;
40668;707;2403;-2;1020;
40674;695;2602;-2;1020;
40680;687;2798;-2;1020;
40686;675;2991;-2;1020;
40692;615;3166;-2;1020;
40698;607;3339;-2;1020;
40704;543;3502;-2;1020;
40710;535;3655;-2;1020;
40716;531;3805;-2;1020;
40722;519;3953;8;1020;
40728;459;4091;8;1020;
40734;451;4220;8;1020;
40740;393;4332;8;1020;
40746;387;4442;8;1020;
40752;336;4538;8;1020;
40758;280;4618;8;1020;
40764;276;4696;155;1020;
40770;272;4773;155;1020;
40776;216;4834;155;1020;
40782;161;4880;155;1020;
40788;159;4924;155;1020;
40794;105;4954;155;1020;
40800;52;4968;155;1020;
40809;51;4989;155;1020;
40815;5;4989;237;1020;
40821;-46;4977;237;1020;
40827;-46;4965;237;1020;
40833;-96;4939;237;1020;
40839;-146;4898;237;1020;
40845;-144;4858;237;1020;
40851;-194;4811;237;1020;
40857;-191;4757;237;1020;
40863;-240;4689;237;1020;
40869;-236;4622;237;1020;
40875;-279;4543;324;1020;
40881;-318;4452;324;1020;
40887;-314;4363;324;1020;
40893;-310;4275;324;1020;
40899;-356;4174;324;1020;
40905;-402;4059;324;1020;
40911;-448;3938;324;1020;
40917;-496;3804;324;1020;
40923;-488;3665;324;1020;
40929;-480;3528;324;1020;
40935;-524;3386;311;1020;
40941;-516;3239;311;1020;
40947;-554;3081;311;1020;
40953;-546;2925;311;1020;
40959;-590;2757;311;1020;
40968;-630;2494;311;1020;
40974;-622;2317;311;1020;
40980;-610;2143;270;1020;
40986;-654;1964;270;1020;
40992;-646;1780;270;1020;
41001;-682;1494;270;1020;
41007;-670;1303;270;1020;
41013;-662;1114;270;1020;
41019;-706;920;270;1020;
41025;-694;722;228;1020;
41031;-682;527;228;1020;
41037;-719;329;228;1020;
41046;-703;26;228;1020;
41052;-691;-171;228;1020;
41058;-683;-366;228;1020;
41064;-671;-558;228;1020;
41070;-663;-747;228;1020;
41076;-651;-934;228;1020;
41082;-643;-1117;137;1020;
41088;-635;-1298;137;1020;
41094;-623;-1477;137;1020;
41100;-615;-1652;4;1020;
41109;-603;-1911;4;1020;
41115;-591;-2080;8;1020;
41121;-583;-2246;4;1020;
41127;-575;-2410;4;1020;
41133;-567;-2572;4;1020;
41139;-559;-2731;4;1020;
41145;-551;-2888;4;1020;
41151;-498;-3037;-41;1020;
41235;-164;-4408;-96;1020;
41241;-162;-4454;-96;1020;
41259;-59;-4541;-96;1020;
41271;-57;-4573;-181;1020;
41283;47;-4575;-181;1020;
41289;46;-4563;-181;1020;
41295;97;-4544;-181;1020;
41304;95;-4505;-181;1020;
41310;145;-4465;-181;1020;
41316;143;-4425;-214;1020;
41319;142;-4405;-214;1020;
41328;183;-4327;-214;1020;
41331;227;-4295;-214;1020;
41337;223;-4232;-214;1020;
41415;463;-2907;-244;1020;
41427;451;-2648;-244;1020;
41433;443;-2522;-244;1020;
41454;471;-2058;-244;1020;
41544;419;-73;-4;1020;
41604;361;1027;-4;1020;
41610;305;1113;50;1020;
41616;301;1199;50;1020;
41622;295;1283;50;1020;
41658;223;1688;50;1020;
41673;215;1841;14;1020;
41799;-59;2193;106;1020;
41805;-59;2177;106;1020;
41877;-175;1688;157;1020;
41883;-173;1640;157;1020;
41889;-170;1592;157;1020;
41895;-219;1530;157;1020;
41976;-324;532;144;1020;
42033;-282;-277;44;1020;
42090;-244;-980;2;1020;
42096;-242;-1048;2;1020;
42102;-238;-1116;2;1020;
42108;-234;-1182;2;1020;
42120;-176;-1304;-50;1020;
42126;-173;-1352;-50;1020;
42132;-171;-1400;-50;1020;
42138;-168;-1448;-50;1020;
42144;-166;-1494;-50;1020;
42156;-109;-1570;-50;1020;
42162;-108;-1600;-50;1020;
42168;-106;-1630;-50;1020;
42177;-104;-1674;-50;1020;
42183;-102;-1702;-31;1020;
42189;-101;-1730;-31;1020;
42195;-47;-1750;-31;1020;
42201;-47;-1762;-31;1020;
42207;-46;-1774;-31;1020;
42213;-45;-1786;-46;1020;
42219;-45;-1798;-46;1020;
42225;6;-1797;-46;1020;
42231;6;-1797;-46;1020;
42237;6;-1797;-46;1020;
42243;6;-1797;-46;1020;
42249;6;-1797;-46;1020;
42255;6;-1797;-53;1020;
42261;6;-1797;-53;1020;
42267;51;-1790;-53;1020;
42273;50;-1776;-53;1020;
42279;49;-1762;-53;1020;
42285;48;-1749;-47;1020;
42291;92;-1723;-47;1020;
42297;91;-1697;-47;1020;
42303;89;-1673;-47;1020;
42309;88;-1649;-47;1020;
42315;87;-1625;-47;1020;
42321;137;-1594;-47;1020;
42327;135;-1556;-108;1020;
42333;133;-1518;-108;1020;
42339;131;-1482;-108;1020;
42345;130;-1446;-108;1020;
42351;128;-1410;-108;1020;
42357;178;-1367;-108;1020;
42363;175;-1317;-108;1020;
42369;173;-1269;-108;1020;
42375;170;-1221;-108;1020;
42381;167;-1174;-108;1020;
42387;165;-1128;-73;1020;
42393;163;-1082;-73;1020;
42399;160;-1037;-73;1020;
42405;158;-993;-73;1020;
42411;156;-949;-73;1020;
42417;153;-906;-13;1020;
42423;151;-864;-1;1020;
42429;149;-822;-1;1020;
42435;147;-780;-1;1020;
42441;145;-740;-1;1020;
42447;143;-700;-1;1020;
42453;140;-660;-2;1020;
42459;138;-622;-1;1020;
42492;128;-419;-1;1020;
42507;123;-332;-1;1020;
42567;57;-63;51;1020;
42573;56;-47;51;1020;
42579;55;-32;51;1020;
42615;0;24;45;1020;
42621;0;24;45;1020;
42627;0;24;45;1020;
42648;0;24;45;1020;
42681;-45;18;45;1020;
43191;49;-898;-45;1020;
43248;42;-784;-45;1020;
43257;41;-767;-1;1020;
43263;41;-757;-1;1020;
43269;40;-747;-1;1020;
43275;40;-737;-1;1020;
43284;39;-722;-1;1020;
43290;38;-712;-1;1020;
43296;38;-702;0;1020;
43302;37;-692;0;1020;
43305;37;-687;0;1020;
43311;36;-677;-1;1020;
43317;36;-667;0;1020;
43323;35;-657;-1;1020;
43329;35;-647;0;1020;
43335;34;-638;-1;1020;
43347;33;-622;-1;1020;
43353;33;-614;0;1020;
43362;32;-602;0;1020;
43368;32;-594;0;1020;
43371;32;-590;0;1020;
43377;31;-582;0;1020;
43383;31;-574;0;1020;
43389;30;-566;0;1020;
43398;30;-554;0;1020;
43404;29;-546;0;1020;
43410;29;-538;0;1020;
43413;29;-534;0;1020;
43419;28;-526;0;1020;
43422;28;-522;0;1020;
43428;28;-514;0;1020;
43431;27;-511;-1;1020;
43440;27;-502;0;1020;
43446;26;-496;-1;1020;
43452;26;-490;0;1020;
43458;26;-484;0;1020;
43464;25;-478;-1;1020;
43473;25;-469;0;1020;
43485;24;-457;0;1020;
43494;24;-448;0;1020;
43500;23;-442;0;1020;
43506;23;-436;0;1020;
43515;23;-427;0;1020;
43527;22;-415;0;1020;
43533;22;-409;0;1020;
43542;21;-400;0;1020;
43548;21;-394;0;1020;
43554;21;-388;0;1020;
43566;20;-380;0;1020;
43584;19;-368;0;1020;
43590;19;-364;0;1020;
43596;19;-360;0;1020;
43602;18;-356;-1;1020;
43608;18;-352;0;1020;
43614;18;-348;0;1020;
43620;18;-344;0;1020;
43629;17;-338;0;1020;
43635;17;-334;0;1020;
43644;17;-328;0;1020;
43650;16;-324;-1;1020;
43656;16;-320;0;1020;
43665;16;-314;0;1020;
43671;16;-310;0;1020;
43677;16;-306;0;1020;
43683;15;-302;0;1020;
43689;15;-298;0;1020;
43695;15;-294;0;1020;
43701;15;-290;0;1020;
43713;14;-282;0;1020;
43719;14;-278;0;1020;
43725;14;-274;0;1020;
43731;14;-270;0;1020;
43737;14;-266;0;1020;
43740;13;-265;-1;1020;
43749;13;-262;0;1020;
43755;13;-260;0;1020;
43761;13;-258;0;1020;
43767;13;-256;0;1020;
43779;12;-252;-1;1020;
43788;12;-249;0;1020;
43794;12;-247;0;1020;
43800;12;-245;0;1020;
43806;12;-243;0;1020;
43812;12;-241;0;1020;
43818;11;-239;0;1020;
43824;11;-237;0;1020;
43833;11;-234;0;1020;
43839;11;-232;0;1020;
43845;11;-230;0;1020;
43851;11;-228;0;1020;
43857;11;-226;0;1020;
43863;10;-224;0;1020;
43869;10;-222;0;1020;
43881;10;-218;0;1020;
43887;10;-216;0;1020;
43893;10;-214;0;1020;
43899;9;-212;-1;1020;
43911;9;-208;0;1020;
43917;9;-206;0;1020;
43923;9;-204;0;1020;
43929;9;-202;0;1020;
43935;9;-200;0;1020;
43941;9;-198;0;1020;
43947;9;-196;0;1020;
43953;9;-194;0;1020;
43959;8;-192;-1;1020;
43965;8;-190;0;1020;
43971;8;-188;0;1020;
43980;8;-185;0;1020;
43986;8;-183;0;1020;
43992;8;-181;0;1020;
43998;8;-179;0;1020;
44004;8;-177;0;1020;
44013;8;-174;0;1020;
44019;7;-172;-1;1020;
44025;7;-170;0;1020;
44031;7;-168;0;1020;
44037;7;-166;0;1020;
44046;7;-163;0;1020;
44058;7;-159;0;1020;
44070;7;-155;0;1020;
44076;7;-153;0;1020;
44082;6;-158;44;1020;
44091;6;-158;44;1020;
44145;6;-158;-67;1020;
44184;6;-158;-42;1020;
44280;-38;-193;45;1020;
44334;-33;-277;1;1020;
44373;-30;-329;1;1020;
44385;-29;-345;1;1020;
44397;-29;-361;0;1020;
44406;-28;-373;0;1020;
44412;-28;-381;0;1020;
44418;-27;-387;0;1020;
44427;-27;-396;0;1020;
44439;-26;-408;0;1020;
44445;-26;-414;0;1020;
44457;-25;-426;0;1020;
44490;-23;-459;0;1020;
44496;-23;-465;0;1020;
44508;-22;-477;0;1020;
44517;-22;-486;0;1020;
44523;-21;-492;1;1020;
44529;-21;-498;0;1020;
44535;-21;-504;0;1020;
44541;-21;-510;0;1020;
44547;-20;-514;0;1020;
44556;-20;-520;0;1020;
44586;-18;-540;1;1020;
44598;-18;-548;0;1020;
44610;-17;-556;1;1020;
44619;-17;-562;0;1020;
44634;-16;-572;1;1020;
44640;-16;-576;0;1020;
44646;-16;-580;0;1020;
44652;-16;-584;0;1020;
44658;-16;-588;0;1020;
44664;-15;-592;1;1020;
44670;-15;-596;0;1020;
44676;-15;-600;0;1020;
44682;-15;-604;0;1020;
44688;-15;-608;0;1020;
44697;-14;-614;0;1020;
44703;-14;-618;0;1020;
44712;-14;-624;0;1020;
44718;-14;-628;0;1020;
44730;-13;-633;0;1020;
44736;-13;-635;0;1020;
44742;-13;-637;0;1020;
44748;-13;-639;0;1020;
44754;-13;-641;0;1020;
44760;-13;-643;0;1020;
44766;-12;-645;1;1020;
44772;-12;-647;0;1020;
44778;-12;-649;0;1020;
44784;-12;-651;0;1020;
44790;-12;-653;0;1020;
44796;-12;-655;0;1020;
44802;-12;-657;0;1020;
44808;-11;-659;0;1020;
44814;-11;-661;0;1020;
44820;-11;-663;0;1020;
44826;-11;-665;0;1020;
